"created_at",content,interactions,source
"Apr 3, 2024 @ 19:13:07.000","@rosh_hazeem @STaboadaMx @giogutierrezag @PartidoMorenaMx @ClaraBrugadaM @Sebas_RM LO QUE ADORAN LOS CHAIROS:

Un vídeo muestra al hermano de López Obrador recibiendo dinero para #Morena
#AMLONarcoPresidente30

@ElSoberanoMX
 
@El_Chamuco

https://t.co/hYgNkMfSz4 a través de 
@elpaismexico",0,"https://twitter.com/alonso_barza/status/1775693045435912627"
"Apr 3, 2024 @ 19:06:10.000","@Armando_ZunigaS @Coparmex_CDMX @ClaraBrugadaM @Chertorivski @STaboadaMx Señores...No queremos que sea Tendencioso.ok ya los conocemos.!!",0,"https://twitter.com/linarenseboy/status/1775691295731900716"
"Apr 3, 2024 @ 19:05:10.000","@ja48400 @BicireporteraDF Votar por Taboada todavía abre posibilidades de negociación, votar por lo que venga de Morena es acercarnos a la represión lo que significa que no habría oportunidad de negociación. Vean la terquedad para destruir el INAI y al INE, nuestros derechos humanos prácticamente.",0,"https://twitter.com/aalmVan14/status/1775691045524664701"
"Apr 3, 2024 @ 19:03:33.000","La familia de panistas  @lialimon @STaboadaMx https://t.co/7wCiLd7bxG",0,"https://twitter.com/Ingenieria16931/status/1775690637901262941"
"Apr 3, 2024 @ 18:57:41.000","@BicireporteraDF Por taboada al menos q no gane morena",0,"https://twitter.com/cocolisopaton/status/1775689160453435579"
"Apr 3, 2024 @ 18:52:07.000","@STaboadaMx Y si hablamos de la CDMX, MORENA tiene más años  según gobernando, cuando también se llamaban PRD, siendo el mismo clan",0,"https://twitter.com/Figo161178/status/1775687759342305325"
"Apr 3, 2024 @ 18:50:11.000","@BicireporteraDF dejar de ser pendeja  y votar por el menos peor que  es Taboada ... o quieres  que toda la cdmx sea una Iztapalapa gigante? no digan  mammadas",0,"https://twitter.com/esloquehaymanos/status/1775687272903430295"
"Apr 3, 2024 @ 18:50:08.000","@mario_dico50 @latinus_us El asqueroso @lopezobrador_ ya sabía que iban a subir un vídeo del hijo de @XochitlGalvez , por eso estaba feliz defendiendo la corrupción y tráfico de influencias de sus hijos. @MariettoPonce @JTrianaT @kenialopezr @AAtaydeR @STaboadaMx @JesusMartinMx @LillyTellez @acostanaranjo",0,"https://twitter.com/chachacharly18/status/1775687263667601444"
"Apr 3, 2024 @ 18:36:41.000","@JorgePandu10274 @PRI_Nacional @PRICDMX_ @alitomorenoc @BetanzosOficial @STaboadaMx @AlessandraRdlv @AlcCuauhtemocMx @ClaraBrugadaM @GobCDMX @PAN_CDMX @AAtaydeR @PRD_CDMX @AriasNora Que es ""haora""???",0,"https://twitter.com/PoderdeVerdadN/status/1775683876666712096"
"Apr 3, 2024 @ 18:36:41.000","@JorgePandu10274 @PRI_Nacional @PRICDMX_ @alitomorenoc @BetanzosOficial @STaboadaMx @AlessandraRdlv @AlcCuauhtemocMx @ClaraBrugadaM @GobCDMX @PAN_CDMX @AAtaydeR @PRD_CDMX @AriasNora Que es ""haora""???",0,"https://twitter.com/PoderdeVerdadN/status/1775683876666712096"
"Apr 3, 2024 @ 18:36:10.000","Este es el cambio que quieren hacer!??@STaboadaMx @ClaraBrugadaM @mauriciotabe 
Generan una cantidad absurda de basura, son una vergüenza de “políticos”.
@supercivicosmx @facufacundo como
ven este basurero!!’ https://t.co/98EjUpKhs2",0,"https://twitter.com/RgRuiz18/status/1775683744965234783"
"Apr 3, 2024 @ 18:34:01.000","Sonará feo pero la verdad no me sorprende, los promotores de la derecha desde la cuna son educados con esta prepotencia y clasismo.
Este individuo es la representación gráfica de lo que es la derecha, de lo que es @AccionNacional , @XochitlGalvez ,@STaboadaMx y @lialimon.",0,"https://twitter.com/IsDC_FI/status/1775683206123045081"
"Apr 3, 2024 @ 18:27:28.000","@STaboadaMx Y lo dice el mayor ratero de inmuebles. Seguimos con #Morena 😏😏",0,"https://twitter.com/DeAndaHumberto/status/1775681556260016389"
"Apr 3, 2024 @ 18:16:44.000","@INEMexico @AlcaldesCDMX ya tienen que poner orden, en @MHestuCasa primero ponen lonas de @STaboadaMx, llega la gente de @ClaraBrugadaM las rompe y coloca las suyas, anoche llegó la gente de @mauriciotabe y quitó todas las lonas para poner las suyas, quien recoge basura @iecm ??? https://t.co/PTsjc4MxIz",0,"https://twitter.com/ernestocota1/status/1775678857506373633"
"Apr 3, 2024 @ 18:01:29.000","@STaboadaMx @GamoMonte Por eso debemos estar en contra de la iniciativa absurda e irracional de AMLO y Sheinbaum que pretenden desaparecer el Instituto Mexicano de Tecnología del Agua y otros 16 organismos autónomos.",0,"https://twitter.com/DrPguido/status/1775675018888016337"
"Apr 3, 2024 @ 18:00:43.000","@STaboadaMx @GamoMonte Ahí se ve a @ManceraMiguelMX  que dió permiso para construir gasera en Xochimilco, lo bueno es que el gobierno de Avelino y la gente de Xochimilco no lo permitimos, de quedar ellos van a meter cartel inmobiliario y plazas comerciales con departamentos",0,"https://twitter.com/SilviaVjdscop/status/1775674824028754048"
"Apr 3, 2024 @ 17:54:48.000","@rthur013 @STaboadaMx @ClaraBrugadaM Y así para todas las candirratas que quiere imponer...",0,"https://twitter.com/Kormoran13/status/1775673336171008275"
"Apr 3, 2024 @ 17:39:29.000","@Latitud_mx @STaboadaMx @GobCDMX #SantiagoTajada es una basura de diputado",0,"https://twitter.com/lailaservin172/status/1775669480934244574"
"Apr 3, 2024 @ 17:38:22.000","@la_grenitas @STaboadaMx @ClaraBrugadaM Yo apoyo a @STaboadaMx",0,"https://twitter.com/MaruFran/status/1775669202197553544"
"Apr 3, 2024 @ 17:38:20.000","@Latitud_mx @STaboadaMx @GobCDMX #SantiagoTajada fuera de la CDMX",0,"https://twitter.com/cecidolingo98/status/1775669190721990870"
"Apr 3, 2024 @ 17:38:06.000","@Latitud_mx @STaboadaMx @GobCDMX #SantiagoTajada corrupto total",0,"https://twitter.com/DianaDiort989/status/1775669134073774434"
"Apr 3, 2024 @ 17:37:07.000","@Latitud_mx @STaboadaMx @GobCDMX #SantiagoTajada debería estar en la cárcel",0,"https://twitter.com/Pamela537584571/status/1775668887910048141"
"Apr 3, 2024 @ 17:36:53.000","@Latitud_mx @STaboadaMx @GobCDMX #SantiagoTajada lo peor de la CDMX",0,"https://twitter.com/carrazco2000/status/1775668828397052255"
"Apr 3, 2024 @ 17:36:39.000","@Latitud_mx @STaboadaMx @GobCDMX #SantiagoTajada su triunfo será en la cárcel",0,"https://twitter.com/Daniela40617521/status/1775668768703664561"
"Apr 3, 2024 @ 17:31:27.000","@marcelamerino @SacmexCDMX @En_laDelValle @STaboadaMx @martibatres @BJAlcaldia @SSalud_mx Esto es el colmo!! 😡 ¿a caso no piensan en el peligro al que están exponiendo a toda la gente? @STaboadaMx , @martibatres  antes de ponerse a prometer cosas a futuro, mejor arreglen esto, porque no nos tendrán tranquilos con solo decir que ""las cisternas están sucias"". 🙄",0,"https://twitter.com/adejugomez/status/1775667458617020721"
"Apr 3, 2024 @ 17:24:12.000","@yosaleth @SacmexCDMX @BJAlcaldia Esto no es lógico, si fuera solo que las cisternas están sucias, no tendrían olor a combustible 😠@martibatres tiene que darnos una solución pronta, así como @STaboadaMx pues la salud de muchos ciudadanos puede estar en peligro.",0,"https://twitter.com/LuisAlbdia/status/1775665636204478687"
"Apr 3, 2024 @ 17:23:39.000","@osvaldo_scas @AlexBaks82 @STaboadaMx @ClaraBrugadaM Ni en tus sueños 😉",0,"https://twitter.com/GeorgeNavas6/status/1775665499298255169"
"Apr 3, 2024 @ 17:23:01.000","@Istarri1 @zorrocdmx1963 @MxGuerr @LuisMendozaBJ @FDoringCasar @SacmexCDMX @martibatres @AccionNacional @STaboadaMx @BJAlcaldia @Claudiashein @GobCDMX @JorgeRoHe KGa-Doring...

Se metió el teléfono al WC y no lo apagó.

Pero no fue tan grave como los baños de CaKa´s

Qué poco dignos son @Claudiashein  @lopezobrador_ https://t.co/p3V8wl5AT3",0,"https://twitter.com/ContciudaDBJ/status/1775665336446025809"
"Apr 3, 2024 @ 17:22:58.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM Jajajajajaja pendejazo ! https://t.co/V9m13qSnjO",0,"https://twitter.com/GeorgeNavas6/status/1775665325855346744"
"Apr 3, 2024 @ 17:21:20.000","@chitoarnold @Claudiashein Tan mal esta @ClaraBrugadaM , que su palera @Claudiashein tiene que salir a pelear sus batallas, mientras su próximo jefe de gobierno @STaboadaMx va a la alza y no lo para nadie.",0,"https://twitter.com/mario70rm/status/1775664914041872528"
"Apr 3, 2024 @ 17:20:11.000","@polistermx @STaboadaMx @Chertorivski jajajajaja pero ni cagando jajajajaja, p1nch3 encuesta de 3 pesos",0,"https://twitter.com/jorgetenorio/status/1775664623007477877"
"Apr 3, 2024 @ 17:19:40.000","@LeslyCanoM @STaboadaMx @ClaraBrugadaM Creo que el apellido de la candirrata es Muh.grah.dah o Bruh.jah.dah.",0,"https://twitter.com/Kormoran13/status/1775664493902864418"
"Apr 3, 2024 @ 17:11:52.000","@marcelamerino @SacmexCDMX @En_laDelValle @STaboadaMx @martibatres @BJAlcaldia @SSalud_mx ¿@STaboadaMx, @martibatres qué onda con eso? De por sí no hay agua y salen con estas cosas 🙄. Ah y ya dejen de decir que son los tinacos, es ilógico teniendo en cuenta que a varios nos paso, solucionen esto sí o sí 😡.",0,"https://twitter.com/pineroantonio34/status/1775662530351800323"
"Apr 3, 2024 @ 17:09:23.000","@Chertorivski @ClaraBrugadaM Ya súmate a Taboada cabron 

Estás a tiempo 

Haz lo correcto",0,"https://twitter.com/avila53939/status/1775661907619307541"
"Apr 3, 2024 @ 17:05:40.000","@FABFABUL @SacmexCDMX @BJAlcaldia @AccionesBJ @STaboadaMx @martibatres y @STaboadaMx queremos soluciones, toda el agua huele a combustible.",0,"https://twitter.com/ernestofigue2/status/1775660970636947859"
"Apr 3, 2024 @ 17:02:30.000","@yosaleth @SacmexCDMX @BJAlcaldia Exacto! Es obvio que no son las cisternas y @martibatres y @STaboadaMx deben darnos una solución 😡.",0,"https://twitter.com/MariaAndra388/status/1775660176705753485"
"Apr 3, 2024 @ 17:01:18.000","@SacmexCDMX @BJAlcaldia ATENCIÓN ⚠️⚠️⚠️⚠️⚠️. aquí 👆🏿👆🏿👆🏿👆🏿@martibatres y @STaboadaMx, les exijo que ya solucionen el problema del agua, hay un fuerte aroma a combustible y no son las cisternas o tinacos, como dicen… 😠",0,"https://twitter.com/GabrielaYb45/status/1775659872979194165"
"Apr 3, 2024 @ 17:01:04.000","@SacmexCDMX @BJAlcaldia Espero que @STaboadaMx @martibatres se pongan las pilas y por fin solucionen el problema con el agua, ya que huele mucho a combustible y eso nos perjudica",0,"https://twitter.com/ruben_palacios3/status/1775659815148413301"
"Apr 3, 2024 @ 16:51:52.000","@STaboadaMx Al contrario en @A_VCarranza creció el CO, las extorsiones los asaltos todo de la mano de @julioc_moreno @evelyn_parraA sabía @OHarfuch @SSC_CDMX @UCS_GCDMX @Claudiashein @GobCDMX y nadie hizo nada por eso se van a largar! #ElCambioViene @XochitlGalvez @STaboadaMx https://t.co/XaHcVjy78P",0,"https://twitter.com/chucho_camarena/status/1775657500525617296"
"Apr 3, 2024 @ 16:51:52.000","@STaboadaMx Al contrario en @A_VCarranza creció el CO, las extorsiones los asaltos todo de la mano de @julioc_moreno @evelyn_parraA sabía @OHarfuch @SSC_CDMX @UCS_GCDMX @Claudiashein @GobCDMX y nadie hizo nada por eso se van a largar! #ElCambioViene @XochitlGalvez @STaboadaMx https://t.co/XaHcVjy78P",0,"https://twitter.com/chucho_camarena/status/1775657500525617296"
"Apr 3, 2024 @ 16:50:57.000","@UzielMedinaM @STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/z5Xx5uzZG9",0,"https://twitter.com/ESMEBOMBON/status/1775657269918572613"
"Apr 3, 2024 @ 16:49:29.000","@STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/EUOMr5Oojy",0,"https://twitter.com/ESMEBOMBON/status/1775656899574186108"
"Apr 3, 2024 @ 16:49:29.000","@STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/EUOMr5Oojy",0,"https://twitter.com/ESMEBOMBON/status/1775656899574186108"
"Apr 3, 2024 @ 16:46:42.000","@polistermx @STaboadaMx @Chertorivski Mi VOTO es para XOCHITL GÁLVEZ TABOADA Y el frente amplio no soy bot ni pejendejo atolizado por la t4 si pienso",0,"https://twitter.com/EspinozaBaron/status/1775656197875548436"
"Apr 3, 2024 @ 16:26:08.000","@polistermx @STaboadaMx @Chertorivski Metodología? Fecha? Muestra? No sean ridículos.

#NadieSeRinde
#YaSeVan 
#ElCambioViene",0,"https://twitter.com/larbymx/status/1775651022196637856"
"Apr 3, 2024 @ 16:25:30.000","@anagonmx @ClaraBrugadaM @STaboadaMx ay por favor. no hizo las ciclovias que prometió. no digamos que ajora es paladín del deporte 😮‍💨",0,"https://twitter.com/Rospeman/status/1775650863693918499"
"Apr 3, 2024 @ 16:23:55.000","@ClaraBrugadaM Taboada ya te la metió doblada jajaja no es literal no creas que tienes tan buena suerte jajaja https://t.co/G6zF29OHZL",0,"https://twitter.com/nova_128sindi/status/1775650466673598495"
"Apr 3, 2024 @ 16:20:08.000","@IvonneTheresaC @Sebas_RM @lumendoz @STaboadaMx @LuisMendozaBJ @AAtaydeR @AleReyesSh @CitlaHM @martibatres @Claudiashein @ASanchezMiranda @DanyAlvarezca que cachetadon le dio al viejo...",0,"https://twitter.com/LuisAng95825859/status/1775649514487255123"
"Apr 3, 2024 @ 16:03:40.000","@LL0013095 @Javier_Hidalgo @STaboadaMx @ClaraBrugadaM @CitlaHM @BJAlcaldia Y está más abandonda cada día el servicio muy mal",0,"https://twitter.com/citlali21268010/status/1775645370925605022"
"Apr 3, 2024 @ 16:01:57.000","Saben por que en Iztapalapa no saben si sale el agua contaminada, por que ni agua tienen.

🤡

@STaboadaMx 
@ClaraBrugadaM",0,"https://twitter.com/SaleNadie/status/1775644936311857275"
"Apr 3, 2024 @ 16:01:57.000","Saben por que en Iztapalapa no saben si sale el agua contaminada, por que ni agua tienen.

🤡

@STaboadaMx 
@ClaraBrugadaM",0,"https://twitter.com/SaleNadie/status/1775644936311857275"
"Apr 3, 2024 @ 15:58:17.000","@osvaldo_scas @AlexBaks82 @STaboadaMx @ClaraBrugadaM SE VAN A VOLVER LOCOS !!!
ESCUPIRAN VERDE",0,"https://twitter.com/ETomahawks/status/1775644015331053897"
"Apr 3, 2024 @ 15:56:55.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM Jajajajajajajajaja chnasm. JajajajajajajA",0,"https://twitter.com/extmill_martin/status/1775643672282800432"
"Apr 3, 2024 @ 15:56:31.000","@lumendoz @STaboadaMx @AlessandraRdlv @AlcCuauhtemocMx Rata corrupta.",0,"https://twitter.com/Mae0729Marcos/status/1775643568050512245"
"Apr 3, 2024 @ 15:53:45.000","Me acabo de enterar que como habitante de Benito Juárez , @ClaraBrugadaM aprueba la gestión de @STaboadaMx y estaría dispuesta a votar por él. Confirmen.",0,"https://twitter.com/CarlosEnriqueM/status/1775642871749611555"
"Apr 3, 2024 @ 15:53:09.000","@TeRe_Cisneros @PPM_CDMX @_AmbarReyes @PPMnacional @ppmcdmx @PAN_CDMX @patybaezg @AccionNacional @LuisMendozaBJ @AAtaydeR @STaboadaMx @XochitlGalvez Mis perritos querían salir en la foto 🥹",0,"https://twitter.com/erikannibal/status/1775642722600120807"
"Apr 3, 2024 @ 15:50:36.000","@polistermx @STaboadaMx @Chertorivski Clara",0,"https://twitter.com/grelizalde25/status/1775642079097475090"
"Apr 3, 2024 @ 15:50:33.000","@ReporterosMX_ @jenarovillamil @ClaraBrugadaM @STaboadaMx @STaboadaMx es un delincuente.",0,"https://twitter.com/martuchi63/status/1775642066002866495"
"Apr 3, 2024 @ 15:43:42.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx 😂😂😂 pues yo no conozco toda la alcaldía.
Qué feo que en las administraciones pasadas tuvieron en el abandono toda la alcaldía y te niegues a ver lo que si se ha hecho en otros lados. 
Que hablen los hechos y no el odio.",0,"https://twitter.com/Mesthern/status/1775640345474163197"
"Apr 3, 2024 @ 15:43:42.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx 😂😂😂 pues yo no conozco toda la alcaldía.
Qué feo que en las administraciones pasadas tuvieron en el abandono toda la alcaldía y te niegues a ver lo que si se ha hecho en otros lados. 
Que hablen los hechos y no el odio.",0,"https://twitter.com/Mesthern/status/1775640345474163197"
"Apr 3, 2024 @ 15:43:42.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx 😂😂😂 pues yo no conozco toda la alcaldía.
Qué feo que en las administraciones pasadas tuvieron en el abandono toda la alcaldía y te niegues a ver lo que si se ha hecho en otros lados. 
Que hablen los hechos y no el odio.",0,"https://twitter.com/Mesthern/status/1775640345474163197"
"Apr 3, 2024 @ 15:43:08.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Significa que eres paranoico",0,"https://twitter.com/maos071313/status/1775640200837800058"
"Apr 3, 2024 @ 15:41:09.000","@STaboadaMx @AlcaldiaMHmx @mauriciotabe Si eres una lacra igual q tu compa el raterin xq no está su papá en la cárcel si fuera otro ya estuviera refundido",0,"https://twitter.com/Maradol15764162/status/1775639704064397443"
"Apr 3, 2024 @ 15:40:13.000","@Javier_Hidalgo @STaboadaMx @ClaraBrugadaM @CitlaHM #Tajada
Es delincuencia organizada
El #PAN
Un narco partido",0,"https://twitter.com/FERMNESTEVEZ3/status/1775639468227125542"
"Apr 3, 2024 @ 15:39:03.000","@Chertorivski Eres un alma en pena, Salo. Declina por @STaboadaMx",0,"https://twitter.com/JorgEzqiel/status/1775639175175483872"
"Apr 3, 2024 @ 15:36:22.000","@ReporterosMX_ @ClaraBrugadaM @STaboadaMx @STaboadaMx  está ""Derrotado"" se junta con puro Narco, corrupto, delincuente! Así solo llegara a la puerta del Reclusorio! 
En cambio  Clara Brugada está imparable!! 
#ClaraJefaDeGobierno 
#LaTransformacionEsClara 
😎🫶😍💯💪",0,"https://twitter.com/anaizquirda2018/status/1775638497992245379"
"Apr 3, 2024 @ 15:33:02.000","Gana el que limpie las calles de todo su cochinero de propagandas electorales.

@STaboadaMx y @ClaraBrugadaM 

*quedan empatados y sin votos*

#EleccionesMx2024 #CDMX",0,"https://twitter.com/elcuncun/status/1775637658074542380"
"Apr 3, 2024 @ 15:30:18.000","@YayaMarchena @la_grenitas @STaboadaMx @ClaraBrugadaM Ojalá la gente en Cuajimalpa hiciera lo mismo... La alcaldía está inundada de publicidad de Mugrena y partidos rémoras,  no existe un solo cartel o anuncio de Xochitl o Santiago....",0,"https://twitter.com/marioalonso16/status/1775636970921763229"
"Apr 3, 2024 @ 15:28:10.000","@maria2veces @ClaraBrugadaM @STaboadaMx @MiguelTorrucoG Toda la ciudad se ve así :/",0,"https://twitter.com/krispycriss/status/1775636436227588554"
"Apr 3, 2024 @ 15:25:09.000","@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX La rabiosa",0,"https://twitter.com/CarlosT34890148/status/1775635675036959192"
"Apr 3, 2024 @ 15:25:09.000","@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX La rabiosa",0,"https://twitter.com/CarlosT34890148/status/1775635675036959192"
"Apr 3, 2024 @ 15:24:24.000","@ReporterosMX_ @ClaraBrugadaM @STaboadaMx Sin duda es algo lamentable como igual de grave que @ClaraBrugadaM trabaje con @RigoSalgadoV y hermanos, personaje que la @FiscaliaCDMX conoce bien. No olviden la narconomina, narcobloqueos en @TlahuacRenace; parece que Salgado tiene miedo de estar sin fuero",0,"https://twitter.com/a2_lugo/status/1775635485731254780"
"Apr 3, 2024 @ 15:24:09.000","@polistermx @STaboadaMx @Chertorivski Dónde se puede leer su metodología?",0,"https://twitter.com/gueyita222/status/1775635422401495363"
"Apr 3, 2024 @ 15:21:21.000","@la_grenitas @STaboadaMx @ClaraBrugadaM No cantemos victoria aún: esto no se acaba hasta que se acaba.",0,"https://twitter.com/Diana_Coast/status/1775634719826198566"
"Apr 3, 2024 @ 15:21:16.000","@polistermx @STaboadaMx @Chertorivski Taboada el mejor  la Brugada igualita que su Amo  puro jarabe de pico. Enriqueciendo  a costa del Pueblo tonto.",0,"https://twitter.com/Luna19808/status/1775634697516622186"
"Apr 3, 2024 @ 15:21:09.000","@TaniaOrVe @STaboadaMx @LuisMendozaBJ ¿Este será el argumento que usarán? 🤣",0,"https://twitter.com/Ivanov_ich_/status/1775634668823384503"
"Apr 3, 2024 @ 15:19:14.000","@STaboadaMx @giogutierrezag #RaTaboada y sus compinches... https://t.co/RLTCSGRLru",0,"https://twitter.com/clazeto/status/1775634187577368982"
"Apr 3, 2024 @ 15:18:05.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM Quien los entiende Mariposita  ahora si le hacemos caso a las encuestas......., ya decidanse😂😂😂",0,"https://twitter.com/davmariscal/status/1775633898774417855"
"Apr 3, 2024 @ 15:17:09.000","@MiguelPenaflor @JTrianaT @STaboadaMx @ClaraBrugadaM @ferbelaunzaran @mauriciotabe @JorgeRoHe @JorgeLara1 @diana_larac @analucia_medina @HendrikOrtega @SocCivilMx @ElBaronNews_ @almaldo2 Bravo! Vamos con Taboada! Y Xóchitl!",0,"https://twitter.com/AraizaOriard/status/1775633662639554604"
"Apr 3, 2024 @ 15:17:09.000","@MiguelPenaflor @JTrianaT @STaboadaMx @ClaraBrugadaM @ferbelaunzaran @mauriciotabe @JorgeRoHe @JorgeLara1 @diana_larac @analucia_medina @HendrikOrtega @SocCivilMx @ElBaronNews_ @almaldo2 Bravo! Vamos con Taboada! Y Xóchitl!",0,"https://twitter.com/AraizaOriard/status/1775633662639554604"
"Apr 3, 2024 @ 15:13:40.000","@STaboadaMx Ya no se le cree a NINGUN político solo buscan el poder para saquear al país ya sea @PartidoMorenaMx @PRI_Nacional @AccionNacional @PRDMexico @MovCiudadanoMX puro parásito sin vocación d servicio.",0,"https://twitter.com/nefiluis/status/1775632784930779363"
"Apr 3, 2024 @ 15:09:53.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM 🤣🤣🤣🤣🤣😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 siguen de engañapendjos? 🤣 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 no sean ogts y díganle a sus seguidores que esta encuestadora y México Elige son pa-nis-tas ,que mal se ven exhibiendo a sus seguidores como verdaderos pendjos 🤣😂😂😂😂😂 que ogt son 😂😂😂😂",0,"https://twitter.com/vicente39546661/status/1775631833365168328"
"Apr 3, 2024 @ 15:02:19.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX ¿Y por qué persigues a la patrulla? 🥸🤓
#AMLONarcoIgnorante 

#XochitlCarroCompleto",0,"https://twitter.com/jorgenegrote/status/1775629928995672573"
"Apr 3, 2024 @ 15:01:04.000","@jim_rio79411 @mauriciotabe @STaboadaMx Te recuerdo que AMLO ganó con 30 millones de votos, de los cuales casi la mitad ya los perdió, son los arrepentidos y también te recuerdo que en 2021 la oposición ganó la mayoría de las alcaldías y el congreso de la CDMX.  ESTAMOS HARTOS DE LOS COMUNISTAS",0,"https://twitter.com/PaulaBriz/status/1775629616343920856"
"Apr 3, 2024 @ 14:59:46.000","@E_Esperanza_ @ClaraBrugadaM @STaboadaMx Los locos de massive caller ponen arriba al corrupto de Tabuada, en cuanto pierdan lo tienen que procesar",0,"https://twitter.com/MgOskr/status/1775629286986174935"
"Apr 3, 2024 @ 14:53:31.000","@AmirIbrahimQRoo @juanin_net @ClaraBrugadaM @STaboadaMx @FactoMetrica Es #morenselnarcopartido abandera a la DO y CO en la CDMX. 
#amlonarcopresidente31
#esclaudianarcocandidata31 
#fueraamloylashitbaumporcorruptos 
#fueramorenadelavidapublicademexico

https://t.co/suw80dPAG8",0,"https://twitter.com/heragonfrodo/status/1775627715363717429"
"Apr 3, 2024 @ 14:52:43.000","@CitlaHM @STaboadaMx @ClaraBrugadaM no Ramana, #Claraburrada es quien es como tunas, sumisa, tort1ll4 y corrupta",0,"https://twitter.com/Sas79573283/status/1775627514653573230"
"Apr 3, 2024 @ 14:50:19.000","@BicireporteraDF Yo no soy partidario, pero para mí y mi punto de vista el que mejor propuesta trae es Taboada, Clara se le ha salido de las manos la delincuencia y problemas de bacheado, agua y comercio informal en Iztapalapa.",0,"https://twitter.com/PHALMA77/status/1775626911726588176"
"Apr 3, 2024 @ 14:49:51.000","@polistermx @STaboadaMx @Chertorivski Y por qué en la gam brigada se quedó sola si tiene preferencia",0,"https://twitter.com/RoblezRoblez2/status/1775626790460940551"
"Apr 3, 2024 @ 14:48:16.000","@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX Lía limón 💪🏼🐀",0,"https://twitter.com/aracarrillo6/status/1775626392647938085"
"Apr 3, 2024 @ 14:48:16.000","@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX Lía limón 💪🏼🐀",0,"https://twitter.com/aracarrillo6/status/1775626392647938085"
"Apr 3, 2024 @ 14:35:16.000","@STaboadaMx @GamoMonte Fuera el populismo de Xochimilco",0,"https://twitter.com/BlasVazquez19/status/1775623122688811370"
"Apr 3, 2024 @ 14:32:21.000","@luisag_urena @ledstadt3761 @STaboadaMx @ClaraBrugadaM @s Corrupta",0,"https://twitter.com/ReyLeon94101487/status/1775622387783884848"
"Apr 3, 2024 @ 14:30:02.000","@BicireporteraDF Es escoger entre el cartel inmobiliario y los carteles de drogas de Iztapalapa.
Votaré Taboada :(",0,"https://twitter.com/LilaPrincipita/status/1775621805782577187"
"Apr 3, 2024 @ 14:13:30.000","@Mzavalagc @mauriciotabe @STaboadaMx Ya deja el hueso a las nuevas generaciones dinosauria",0,"https://twitter.com/1nsumisara/status/1775617643439161589"
